从哪一天开始在广州市内骑摩托车会被没收？|2007年1月16日
描述电磁辐射与物质之间的交互作用的量子理论指的是哪一种学科?|量子电动力学
罗马共和国时代于何年开始?|公元前509年
古罗马在建造技术上最为关键的贡献是发明了券拱还有何者?|混凝土
罗马人利用券拱突破了材料学与什么学?|结构力学
「罗马混凝土」的主要成分有三者，除了石灰、碎石，还有何者?|火山灰
最早能够生产平板玻璃的民族是哪一个民族?|古罗马人
罗马人的柱式是继承何文化?|古希腊
《论电量和电阻标准的形成》此文来发表于何年?|1861年
意识是属于何种反应?|神经反应
哪一系统产生人类意识?|神经系统
意识很难分开的这种特性称之为?|统一性
明尼亚波利斯是隶属于哪一个国家所管辖?|美国
北极星走廊总共有多长?|40英里
明尼亚波利斯在哪一年被列为世界第5清洁的城市?|2007年
每年援助10个非洲、巴尔干和亚洲国家的100万难民的是哪一个机构?|美国难民委员会
明尼亚波利斯于何年全市覆盖无线网络?|2007年
法国探险家在哪一年首次抵达明尼亚波利斯?|1680年
密西西比河上唯一的瀑布是哪一个瀑布?|圣安东尼瀑布
圣安东尼瀑布的形成和哪一个湖泊的冰源河有关?|阿加西湖
美国政府于何年估计明尼亚波利斯的人口为372,811人?|2005年
明尼亚波利斯谷物交易所于何年成立?|1881年
「垂死与安宁」的环境指的是哪一年之后的大部分市区?|1950年
负责制定政策和选择学校负责人的单位是?|教育署
研究物质、能量及它们彼此之间的关系的是哪一门学科?|物理学
托勒密是甚么学家?|天文学家
「电学之父」是谁?|吉尔伯特
约翰·罗比逊是哪一国的物理学家?|苏格兰
何人发现电力和磁力一样遵守平方反比律?|库仑
格奥尔格·欧姆是哪国人?|德国
《直流电路的数学研究》于何年问世?|1827年
费利克斯·萨伐尔是哪国人?|法国
电动力学的基础是由谁开创?|安培
冷次定律在哪一年诞生?|1833年
《论物理力线》是哪一学科的论文?|电磁学
马克士威百年诞辰的纪念会在哪一年举办?|1931年
海什木是哪国人?|阿拉伯
《方法论》的作者是?|笛卡尔
「当我第一次看到由此而产生的鲜明强烈的光色时，使我感到极大的愉快」此话是何人所言?|牛顿
科学之祖是谁?|泰勒斯
史上首先提出原子论的人是谁?|德谟克利特
光的双缝干涉实验是谁实现的?|托马斯·杨
奥古斯丁·菲涅耳在哪一透过数学计算得出结论说明光的振动完全是横向的?|1821年
经验性的氢光谱公式于何年诞生?|1884年
二十世纪物理学的两大理论体系指的是量子力学还有哪一个?|相对论
亨利·莫斯利是哪一国的物理学家?|英国
亨利·贝可勒尔是哪国人?|法国
以太有哪一种惯性系?|绝对惯性系
迈克生于何年在波茨坦天文台进行了干涉实验?|1881年
普朗克黑体辐射定律是在哪一年诞生?|1900年
电磁波波速与波源速度无关的结论是谁提出的?|赫兹
最原始的力学是何者?|静力学
庞加莱在哪一年重新修正了劳仑兹变换的方程式?|1905年
阿尔伯特·爱因斯坦在哪一年得到瑞士国籍?|1901年
《论运动物体的电动力学》是在哪一年完成的?|1905年
「对我而言，我当时只了解劳仑兹于1895年的工作」这句话是谁说的?|爱因斯坦
「劳仑兹-爱因斯坦理论」指的是哪一个理论?|狭义相对论
《关于相对性原理和由此得出的结论》在哪一年被发表?|1907年
马塞尔·格罗斯曼是哪国人?|德国
爱因斯坦在哪一年发表了《广义相对论正式基础》?|1914年
勒维耶在哪一年发现水星的实际轨道进动与预期的并不十分相符?|1859年
《论重力对光的传播的影响》是谁发表的?|1911年
在哪一年的时候，爱丁顿前往西非观测日全食?|1919年
量子理论建立的基础是谁的研究?|普朗克
罗伯特·密立根是哪一国的物理学家?|美国
《普朗克的辐射理论和比热容理论》在哪一年被发表?|1907年
《关于托勒密和哥白尼两大世界体系的对话》于何年出版?|1632年
尼尔斯·波耳是哪国人?|丹麦
阿诺·索末菲是哪一国的物理学家?|德国
爱因斯坦在哪一年发表了《论我们关于辐射的本性和组成的观点的发展》?|1909年
路易·德布罗意是哪国人?|法国
戴维孙-革末实验在哪一年展开?|1927年
海森堡前往黑尔戈兰岛是为了躲避哪一种疾病?|鼻炎
海森堡用什么东西代了古典的傅立叶级数?|系数矩阵
不确定性原理在哪一年诞生?|1927年
《量子化就是本征值问题》于何年被发表?|1926年
《论海森堡、玻恩与约尔当和我的量子力学之间的关系》于何年问世?|1926年
何人不认同「电子自转」的古典模型?|包立
大陆的自然哲学家在哪一世纪后逐渐接受了牛顿的观点?|十八世纪
「量子电动力学」一词是由谁所创?|狄拉克
第五次索尔维会议在哪一年举行?|1927年
《能认为量子力学对物理实在的描述是完备的吗？》这篇论文于何年发表?|1935年
贝尔不等式于何年被提出?|1965年
将电子回旋轨道的量子化能量的极高精度测量值和电子两种可能的自旋方向的量子化能量比较实验是在哪一年完成的?|2006年
在哪一年的时候，弗里曼·戴森证明了费曼所用的路径积分方法和施温格与朝永振一郎所用的算符方法的等价性?|1949年
默里·盖尔曼是哪国人?|美国
费曼认为哪一项实验已经证明了夸克是物理实在的粒子?|高能实验
德国电子加速器中心在哪一年发现了胶子存在的直接证据?|1979年
保罗·维拉德是哪国人?|法国
人工放射性是在哪一年被发现?|1934年
哪一种物理学更注重对基本粒子的物理本性的研究?|粒子物理
塞西尔·鲍威尔是哪国人?|英国
伦福德伯爵是哪国人?|英国
詹姆斯·查德威克在哪一年发现β衰变的谱线是连续谱?|1914年
日本物理学家小林诚和益川敏英观察到两种新夸克，一个是顶夸克，另一个是?|底夸克
《弱交互作用中的宇称守恒质疑》于何年被发表?|1956年
史蒂文·温伯格是哪国人?|美国
中性流于何年被发现?|1973年
休·波利策在哪一年发现了非阿贝尔规范场中的渐近自由性质?|1973年
晶格理论在哪一年被提出?|1912年
莱昂·布里元是哪一国人?|法国
卡末林·昂内斯在哪一年发现水银在4.2K的低温时电阻率消失为零?|1911年
研究重心于哪一个世纪逐渐从天文学转变至天体物理学?|十九世纪
卡尔·史瓦西是哪国人?|德国
罗伯特·欧本海默是哪国人?|美国
视界的概念于何年被提出?|1958年
尼古拉·卡诺是哪国人?|法国
《论热的移动力及可能由此得出的热定律》在哪一年被发表?|1850年
第一张无线电天图于何年诞生?|1941年
奥伯斯悖论是哪国的天文学家提出的?|德国
弗里德曼方程式在哪一年被推导出?|1922年
弗雷德·霍伊尔是哪国人?|英国
宇宙微波背景辐射在哪一年被发现?|1965年
「天上的」和「地上的」力学是由谁统一的?|牛顿
哪一年是弦理论的起源?|1968年
爱德华·维腾是哪国人?|美国
路德维希·波兹曼是哪国人?|奥地利
「孤立系统的熵对应著系统分子的热力学机率，并总是趋向最大值。」是哪一个定律的主张?|热力学第二定律
全英国第一家239武器级钸核原料制造厂在哪一个海中?|爱尔兰海
宜兴市是由哪一个国所管辖?|中国
宜兴年降雨量为?|1195毫米
哪一个市场是华东最大的石材市场?|华东石材市场
宜兴市的五大主导产业除了光电子、新材料、节能环保、高端线缆，还有哪一个?|新能源
一种材料的磁性状态又被称为?|铁磁性
若不同磁性离子所指的方向相反，但是有强弱之分，其产生的效果不能全部抵消，这个特性被称为?|亚铁磁性
曼尼普尔邦于何年成立?|1972年
德国社会民主党在哪一年正式成立?|1875年
柏林宣言在哪一年颁布?|1989年
德国于何年统一?|1990年
奥斯卡·拉方丹在哪一年成为社民党主席?|1995年
社民党在哪一年的时候，拥有一百万成员?|1976年
劳动和社会公平党于何年成立?|2005年
社民党的主要政见是?|社会正义
在1878年的时候，谁开始实施「反社会民主党人法」?|俾斯麦
社民党在哪一个战争爆发时，支持战争公债的发行?|第一次世界大战
「国际派」在哪一年诞生?|1916年
德国革命又称什么?|十一月革命
斯巴达克同盟于何年1月发动了第二股革命浪潮?|1919年
德国共产党在哪一年正式成立?|1919年
德国共产党在哪一场战争之后成为新的激烈竞争对手?|第一次世界大战
《哥德斯堡纲领》在哪一年推行?|1959年
维他斯·白令是哪国的探险家?|丹麦
前燕夺走了哪个政权对于中原的控制权?|东晋
PR是甚么东西的简称?|公共关系
公共关系的历史最早可以追溯到哪一个世纪?|18世纪
曾国藩在哪一年考取秀才?|道光十三年
《曾文正公嘉言钞》是谁的作品?|梁启超
萧一山是哪一个时代的人?|民国
「其著作为任何政治家所必读」是谁推崇曾国藩为人之道?|蒋中正
彭玉麟是哪一个军队的大将?|湘军
《敬陈圣德三端预防流弊疏》是谁的奏书?|曾国藩
《谕天津士民》是谁颁布的?|曾国藩
天地万物均因禀气而生，气是构成天地万物的最终基元，这是谁的主张?|曾国藩
所为古文，深宏骏迈，能运以汉赋气象，故有一种雄奇瑰玮的意境指的是什么派?|湘乡派
湘军水师的兵力为多少人?|五千人
僧格林沁在哪一年被捻军击毙?|同治四年
水分子在室温下是什么型态?|液体
惟一能形成四条氢键的分子是?|水
威廉·尼科尔森是哪国人?|英国
卡斯特亚诺语是哪一种语言?|西班牙语
Siraiki是哪一种语言的方言?|旁遮普语
衣索比亚最早在何时建国?|公元前975年
容祖儿在哪一年赢得Big Echo卡拉OK大赛的金奖?|1995年
容祖儿于何年荣获「叱咤至尊唱片大奖」?|2016年
祖儿于何年举行个人第一次红馆演唱会?|2000年
《说真的》是哪一种语言的专辑?|国语
《Give Love A Break》在哪一年发行?|2004年
第五张国语大碟《小小》其中的同名主打是由谁制作?|周杰伦
容祖儿在2009年的时候是出道多久?|十年
《Joey & Joey》在哪一年推出?|2011年
《JOEY YUNG in CONCERT 1314》在哪一年举办?|2013年
《我是歌手4》是哪一个电视台的比赛?|湖南卫视
目前中国最主要之饮食文化是?|中国菜
四大菜系包含川菜、淮扬菜、鲁菜，还有哪一个?|川菜
《道德经》是谁的作品?|老子
上水地区以丘陵和哪一种地形为主?|低地
北区行政区在哪一年成立?|1979年
哪几位教宗均为殉教者?|前31位
塔尔博特是哪国人?|英国
弗雷德里克·斯科特·阿切尔在哪一年的时候发明了湿版摄影法?|1851年
R·L·马多克斯是哪国人?|英国
美国的哪一个产业刺激了感光材料生产技术的发展?|电影业
电脑科技于哪一个世纪突飞猛进?|21世纪
蓝菌的细胞壁缺少甚么成分?|纤维素
藻类是属于哪一种生物?|真核生物
微囊藻毒素会严重伤害人类的哪一器官?|肝脏
延边朝鲜族自治州是隶属于哪一个国家所管辖?|中华人民共和国
延边苹果梨在哪一年被国家质量监督检验检疫总局批准为原产地域保护产品?|2002年
延边主要的能源是?|煤
延边在2014年的时候，第二产业投资额为多少?|356.8亿元
延边在2014年的时候，轻工业实现增加值为多少?|222.3亿元
中国大陆第一支获得国外企业资助的球队是哪一个球队?|延边足球队
「延吉放送局」在哪一年设置?|1938年
延边电视台于何年之后，开始定期播放彩色节目?|1981年
延边朝鲜族自治州拥有多少个省级景区?|4个
延边朝鲜族自治区在哪一年成立?|1952年
东丹国在哪一年建国?|926年
清政府于何年在珲春设立招垦总局?|1881年
「满洲国」是哪一个国家扶植成立的?|日本
中华人民共和国在哪一年成立?|1949年
原吉林专区敦化县于何年被划入延边朝鲜族自治州?|1956年
中共第十一届三中全会于何年召开?|1978年
「全国民族团结进步模范自治州」指的是哪一州?|延边朝鲜族自治州
延边朝鲜族自治州州内有四大水系，除了牡丹江、二道松花江、图们江，还有哪一条河?|绥芬河
延边地区年均温为?|4.5摄氏度
中华人民共和国政府在哪一年恢复对香港的统治?|1997年
