从哪一天开始在广州市内骑摩托车会被没收？|2007年1月16日
国民政府接收台湾时，许多公营企业经营不善，所需资金都向银行贷款，因于导致什么经济危机?|通货膨胀
英格兰最长河流是哪一条?|泰晤士河
泰晤士河在英国有非常重要的经济地位，在发生什么事之后有相当严重的污染问题?|工业革命
泰晤士河全长多长?|346公里
人类大约从何时开始在泰晤士河流域生活?|新石器时代
泰晤士河自哪一年开始就再也没有完全冻结过了?|1814年
泰晤士河过去曾遭受严重污染，在哪一年的大恶臭甚至连河边西敏宫的下议院都不得不停止工作?|1858年
最早出现西湖这一名称是在谁的作品中出现?|白居易
大约在2000多年前，当时的西湖还是哪一条河流的一部分?|钱塘江
现杭州的西湖白公堤是为纪念谁而命名的?|白居易
历史上对西湖影响最大的，是杭州发展史上极其显赫的吴越国和哪一时期?|南宋时期
1127年，南宋定都在哪里之后，杭州成为全国的政治、经济、文化中心，人口激增?|临安
国民政府将孤山的清代行宫中的御花园辟为公园，并在民国16年，改名为为什么?|中山公园
在何时中国国务院明确杭州为历史文化名城和全国重点风景旅游城市?|1983年5月
杭州西湖在哪一年被评选为国家重点风景名胜区?|1982年
2000年，西湖博览会再度在西子湖畔举行，而距离上次举办已经多少年?|71年
中国至今唯一一家不收门票的5A级景区是哪一个?|杭州西湖
中国杭州西湖文化景观在何时正式列入世界文化遗产名录?|2011年6月24日
中国浙江省境内的首例世界文化遗产是哪一个?|杭州西湖文化景观
欧洲中世纪前期的后段，谁获得了皇帝的称号，罗马皇帝似乎后继有人?|查理大帝
中世纪前期一般都认定是开始自什么事件?|西罗马帝国灭亡
由于罗马官员的压迫，公元378年，罗马军队与西哥德人发生了哪场战争?|阿德里安堡战役
410年，西哥德人在谁的带领下占领了罗马城，并纵火、屠城三日?|阿拉里克
欧洲中世纪早期，查士丁尼大瘟疫夺走了至少多少人的性命?|1亿人
可萨人在面对谁的扩张时，决定和罗马结盟来保护自己利益?|阿拉伯人
从大约何时开始，拜占庭和欧洲历史便受到伊斯兰教及其新兴国家的影响?|7世纪
洛桑是哪一个国家的城市?|瑞士
哪一个城市被称为奥林匹克首都?|洛桑
亚洲哪一个都市被西方称为亚洲珍珠?|金边
金边于何时向红色高棉投降?|1975年4月17日
亚里士多德在部分思想上师承哪一人?|柏拉图
谁重新解释了亚里士多德的政治哲学思想，并认为最好的政体是君主政体，而最坏的政体则是暴君政体?|阿奎那
约翰·洛克认为政体区分方式应该取决于哪项权利的归属?|立法权
台湾总督府设置于何时?|1895年
台湾在日治时期时，地方行政基层系以谁为中心?|警察
汉武帝是汉朝的第几位皇帝?|第七位
著名的《罪己诏》是由哪位皇帝写下的?|汉武帝
汉武帝的内朝制度，内朝由皇帝亲信组成，外朝则由谁领导?|丞相
察举制为中国古代有系统选拔人才制度之滥觞，对后世影响极大，它的确立是从哪位皇帝开始的?|汉武帝
在中国历史上，首个年号是什么?|建元
汉武帝罢黜百家，独尊儒术的政策是谁建议的?|董仲舒
汉武帝元朔五年，创建太学，是接受当时哪位学者的建议?|董仲舒
汉武帝即位后，十分重视解决币制问题，先后进行了几次币制改革?|六次
汉武帝爱好文学，为提倡辞赋的诗人，谁将他和曹操、曹丕都归为一级文才的君主?|颜之推
啤酒这一名词出现在中国是从何时开始?|1922年
金砖国家这一概年是在何时提出的?|2001年
南非于何时加入所谓金砖四国合作机制?|2010年12月23日
在高盛金砖四国的报告中，认为该四个国家逐渐改变自己的政治体制，以更迎合目前全球主流的什么主义?|资本主义
在高盛金砖四国的报告中，认为哪个国家有潜力成为在未来的30至50年里金砖四国中发展最快的国家?|印度
物理学家哈菲尔与基廷于何年证明具有相对运动的时钟之时间流与静止的时钟之时间流来的慢?|1971年
大概时从何时开始有欧洲人进入路易斯安那州?|1528年
美国第一个推行盟约婚姻法的是哪一个州?|路易斯安那州
地质学主要的研究对象为?|岩石圈
胺基酸如何连结?|肽键
儒略年是用来测量什么的单位?|时间
儒略年是定义用来测量什么单位的基本?|光年
中美地峡面积最大的国家是?|尼加拉瓜
日本利用什么机制来控制社会?|警察政治
北京与西安、南京、洛阳并称什么?|四大古都
几内亚最近几年生产何种作物多?|腰果
冷战何时结束?|1990年
加彭的国家元首是谁?|总统
非常重视艺术的苏拉威西人，制造陶器、舞蹈和哪一种?|织物
抗日战争至第二次国共内战时期，宿豫县和泗宿县是以什么作为分界?|运河
香港市民如果想要参加音乐训练或是活动，可以查询政府的哪个机构?|音乐事务处
当时的政府把庆尚道分为庆尚南道和庆尚北道，这是哪个时候发生的事?|1896年
葛摩一词的意思?|月亮
葛摩主要领土由几个岛屿组成?|三
1918年12月的大选中，爱尔兰王国国会大部分的爱尔兰议席被哪一个党拿下?|新芬党
梧州市是由哪个自治区所管理的地级市?|广西壮族自治区
哪种语言是梧州的主要语言?|粤语
根据2010年的资料，全中国的什么比率最低是东三省?|生育率
东北方言在一些词汇上受到满洲、俄罗斯、朝鲜和哪一个国家的影响?|日本
南半球同纬度地区被什么覆盖，所以没有副极地气候?|海洋
每年至少有多少个月分的平均气温在0℃以下，是副极地大陆性气候的特性?|7个月
「martial arts」一词最早出现于欧洲的什么时候?|1550年
JR东海负责营运几条铁路路线?|12条
在哪一年的时候JR东海向外界宣布将会自资兴建磁悬浮式中央新干线?|2007年
来往米原和京都之间的N700系列车时速可达多少公里?|330公里
本地铁路路线的变频式列车的控制装置是由哪间公司生产的?|东芝
7间JR公司只有JR东海没有何种产品?|机车
由科学家的计算果显示，阋神星的质量是冥王星的几倍?|1.27倍
阿尔比诺·卢恰尼有几个妹妹?|一个
梵蒂冈曾哪位教宗的遗体进行了尸体解剖?|庇护八世
谁列举了前人给罗马衰亡的210种解释在他出版的专著中?|亚历山大·德曼特
君士坦丁在330年，将罗马帝国首都移到哪里?|拜占庭
帝国中心在何世纪前期，从西部转移到东部后加大了东西差异?|4世纪
狄奥多西一世被迫与西哥特人订立和约，将两个地区分配给他们定居，其中一个地区是马其顿，另一个是?|色雷斯
米兰诏令与那一个宗教有关?|基督教
罗马帝国根据学者的推断，在过短的时期内大量扩张，因而导致了甚么经济问题?|通货膨胀
1945年5月9日德国向哪一个国家投降，结束了德苏战争?|苏联
1930年代末，苏联的哪一种产业的产值已经超越欧洲所有国家?|工业
《二战秘密档案》的作者是哪一国人?|俄罗斯
战争刚开始苏联西部，苏军的66个机场就遭到猛烈轰炸，导致苏军损失多少架飞机?|1,200架
白俄罗斯的首都是在哪里?|明斯克
苏联首都的门户指的是哪一个地区?|斯摩棱斯克
两个国家根据《租借法案》援助苏联，其中一个国家是美国，另一个是?|英国
辣椒的原产地是在哪一个气候区域的中南美洲?|热带地区
辣椒首次传入西班牙，是由哥伦布船上的医生从何处取得?|墨西哥
根据史料记载，在哪个时代，辣椒才经由海路从美洲的秘鲁、墨西哥传入中国?|明代末期
辣椒与朝鲜半岛的哪项产品有很大的关联?|泡菜
发光二极体最早在什么时候就出现了?|1962年
西班牙内战当时的西班牙总统是谁?|曼努埃尔·阿扎尼亚
西班牙第二共和国在哪一年灭亡?|1939年
西班牙1933年的选举结果是由哪一个党派获胜?|共和党
西班牙内战时，哪一方有来自德意两国源源不绝的资源帮助?|国民军
西班牙内战后，佛朗哥采取什么类型的统治方式?|独裁统治
亚伦·斯沃茨是哪一国人?|美国
美国国务部最高职权的职位是?|国务卿
联邦各部和机构的成立约在什么时候?|19世纪
国务院在美国政府中负责处理哪一方面的活动?|外交活动
台湾首位的女性总统候选人是谁?|蔡英文
阿勒曼尼语使用的区域有北义大利和哪一个区域?|瑞士
在学校的时候，说瑞士德语的人其实是学习的是哪一种德语?|标准德语
哈瓦那城市内，总共有几港口?|三个
普里斯提纳的当地居民中，哪一种人最多?|阿尔巴尼亚人
在奥斯曼帝国的统治下，对于哪一个宗教是给予尊重的?|基督教
普里斯提纳脱离鄂图曼帝国是在哪一年?|1912年
汉字的草书形式和哪一种语言的发明相关?|日语
大理石除了可以当作建筑材料，用于艺术又可以如何使用?|雕刻
在世界各地大约有多少名志愿者参加国际红十字与红新月运动?|9700万
国际红十字的七大基本原则，是在什么时候通过的?|1965年
喀什市属于哪个行政区所管辖?|新疆维吾尔自治区
喀什全市人口总数以哪一个种族最多?|维吾尔族
喀什的经济主要依赖两种产业，一个是畜牧业，另一个是?|农业
董卓在什么时候废了少帝?|中平六年
诺尔省是哪一个国家的省份?|法国
诺尔省的矿井在什么时候已经全部关闭?|1990年
现代在地球表面上的时间标准，又称为什么?|地球时
肉眼可以看得见的火称为?|焰
火对于全球的甚么系统有很大的影响?|生态系统
迄今为止已知世界上最早的天文台是哪个文明所建?|古埃及
现今大约有多少个大型的天文台分布在全世界?|400个
布威岛上有没有港口?|没有
哪一国的团队是登上布威岛的第一批科学考察者?|挪威
英国何时政治统一?|10世纪
人类在哪一个世纪所取得的最重大的科学技术成就是固定翼机的发明?|20世纪
以普遍观点来说，大部分人认为飞机是谁发明的?|莱特兄弟
以气候类型来分类，乌海地区是什么气候?|温带大陆性气候
林彪在文化大革命爆发后，成为中共第几号人物?|二号
亚维拉的德兰是哪一个世纪的人?|16世纪
圣女德肋撒是在哪一个国家出生?|西班牙
圣女在几岁的时候，私自离家，加入了尔默罗会修院?|二十岁
若瑟修院是在哪一年成立?|1562年
汇丰根据2016年的统计，该集团的市值多少美元?|1515亿
2016年的时候，汇丰在全球银行机构排名为?|第三
在创办时期，香港上海汇丰银行资本额为多少港元?|500万
汇丰银行改名为香港上海汇丰银行有限公司，是在哪一年发生?|1989年
1990年时，汇丰在两个国家的业务都出现严重亏损，分别是澳洲和哪一个国家?|美国
在哪一年的时候，汇丰控股也在纽约证券交易所上市?|1999年
国际间，负责电子设备标准的是哪一个协会?|国际电工委员会
「Video」这个词是源自于哪个语言?|拉丁语
